,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstGenre,secondGenre,thirdGenre
0,show,movie,283665,tt9536804,movie/564096,"""BLESSED""","Supreme presents, ""BLESSED"" a full length video directed by William Strobeck featuring Tyshawn Jones, Ben Kadow, Sean Pablo, Aidan Mackey, Na-kel Smith, Sage Elsesser, Vincent Touzery, Kevin Bradley, Rowan Zorilla, Kevin Rodrigues, Mark Gonzales, Jason Dill. . .",2018,"""BLESSED""",['William Strobeck'],"['Tyshawn Jones', 'Ben Kadow', 'Aidan Mackey', 'Sean Pablo', 'Vincent Touzery', 'Rowan Zorilla', 'Na-kel Smith']",52,84.0,documentary,,
1,show,movie,54321,tt21816824,movie/1013577,"""Sr.""",Robert Downey Jr. pays tribute to his late father in this documentary chronicling the life and eclectic career of pioneering filmmaker Robert Downey Sr.,2022,"""Sr.""",['Chris Smith'],"['Robert Downey Sr.', 'Robert Downey Jr.', 'Chris Smith', 'Alan Arkin', 'Sean Hayes', 'Norman Lear', 'Lawrence Wolf']",71,89.0,documentary,,
2,show,movie,44089,tt1637976,movie/41371,#1 Cheerleader Camp,A pair of horny college guys get summer jobs at a sexy cheerleader camp.,2010,#1 Cheerleader Camp,['Mark Quod'],"['Charlene Tilton', 'Jay Gillespie', 'Harmony Blossom', 'Hector David Jr.', 'Erica Duke', 'Diane Jay Gonzalez', 'Maura Murphy']",39,91.0,comedy,,
4,show,movie,244214,tt10524744,movie/632307,#21xoxo,"A young woman drifts through a parallel digital world—searching for love by navigating speed dating, hipster culture, and post-net detachment. The woman’s adventure becomes increasingly surreal with each fleeting encounter and virtual connection.",2019,#21xoxo,"['Sine Özbilge', 'Imge Özbilge']","['Indra de Bruyn', 'Darya Gantura', 'Steven Boen']",58,10.0,animation,fantasy,
5,show,movie,8947220,tt9567458,movie/1090323,#AMFAD: All My Friends Are Dead,A wild and deadly night awaits a group of partying college friends when they rent an Airbnb for the biggest music festival of the year.,2024,#AMFAD: All My Friends Are Dead,['Marcus Dunstan'],"['Jade Pettyjohn', 'JoJo Siwa', 'Jennifer Ens', 'Ali Fumiko Whitney', 'Michaella Russell', 'Julian Haig', 'Justin Derickson']",47,91.0,horror,mystery,thriller
6,show,movie,9891788,tt29950491,movie/1267128,#BFFS,What's done in the dark is always brought into the light. A weekend trip for four girlfriends turns deadly after devastating secrets are revealed.,2024,#BFFS,"['Mya Speller Cullins', 'Terry T. Miles']","['Xica Brewer', 'Terry T. Miles', 'Marley Peek', 'Summer Peek', 'Spencer Kelly', 'Natasha Eli Pearson', 'Reshonnah Harvey']",40,57.0,drama,,
8,show,movie,56608,tt6856592,movie/476424,#Captured,"'#Captured' is a timely thriller about the dangers of the internet. A group of privileged high school kids run an illicit chat room where they live stream their drug fuelled sex parties to paying viewers on the internet. Little do they know there's a murderous zealot on a mission to rid the internet of sin and he is determined to ""delete"" everyone in their group.",2017,#Captured,['Joe Homokay'],"['Lizze Gordon', 'Cody Renee Cameron', 'Eve Marlowe', 'Adam Horner', 'Gabrielle Romanello', 'Charlie Ian', 'Cody Bruno']",30,81.0,horror,thriller,
9,show,movie,1702791,tt16194990,movie/1051518,#ChadGetsTheAxe,"Four social media influencers livestream their trip to Devil's Manor, the former home of a Satanic Cult. Things don't go well, but the views do go up.",2022,#ChadGetsTheAxe,['Travis Bible'],"['Spencer H. Levin', 'Michael Bonini', 'Taneisha Figueroa', 'Cameron Vitosh', 'Brandon Doyle', 'Jerilyn Armstrong']",54,83.0,comedy,horror,
10,show,movie,5298930,tt13745462,movie/1036134,#Clout,Four stories unfold in Atlanta around the city’s top influencers and their dependence on social media and their thirst for online prominence.,2022,#Clout,['Nina Stakz'],"['Taylor Latham', ""De'Andrae Freeman"", 'Jacky Oh', 'Teresa Celeste', 'Mikhail Lapread', 'Courtney Gray', 'China Green']",44,140.0,drama,,
12,show,movie,258313,tt5803530,movie/578935,#DigitalLivesMatter,"Hijinks ensue, when a disgruntled fan of a social media superstar hacks into his Instagram account and removes the star's millions of followers.",2016,#DigitalLivesMatter,['Terri J. Vaughn'],"['D.C. Young Fly', 'Emmanuel Hudson', 'Stevie J']",54,93.0,comedy,,
13,show,movie,18868528,tt14433518,movie/828434,#FBF,Hijinks ensue when a teen accidentally takes her mother's laptop and decides to pose as her mom in an attempt to repair her parents' relationship.,2022,#FBF,['Ilyssa Goodman'],"['Cree Cicchino', 'Gavin Warren', 'Ashley Judd', 'María Canals-Barrera', 'Emily Skinner', 'Ciara Riley Wilson', 'Kylee Russell']",56,84.0,drama,family,
14,show,movie,220751,tt15289312,movie/1038043,#Float,A vlogger and her friends are plunged into a life-or-death struggle when they encounter a sinister paranormal force on their annual river float trip.,2022,#Float,['Zac Locke'],"['Kaya Coleman', 'Scarlett Sperduto', 'Grant Morningstar', 'Kate Mayhew', 'Christina Nguyen', 'Matt Wise', 'Miguel Muñoz']",31,76.0,horror,,
15,show,movie,122248,tt5233106,movie/416304,#FollowFriday,The #FollowFriday hashtag gets a different twist in this horror mystery where viewers can choose which character falls prey to a social media killer.,2016,#FollowFriday,['Micho Rutare'],"['Courtney Lakin', 'Joseph Poliquin', 'Ashley Bratcher', 'Elliott Armstrong', 'Ramsey Hanchette', 'Madison Junod', 'Kim Little']",29,90.0,thriller,,
16,show,movie,109246,tt7272948,movie/606966,#FollowMe,"A British YouTuber takes her two besties on a social media trip in Southern California, but an unknown evil puts a warning of death on their car.",2019,#FollowMe,['Sam Hardy'],"['Kara Kingsward-Hughes', 'Scarlett Davies', 'Maria Louis', 'Tyler Gallant', 'Connor Garelick', 'Ike Catcher', 'Sam Hardy']",38,90.0,horror,thriller,
17,show,movie,335969,tt6959552,movie/510192,#GeorgeWashington,Meet the Father of Our Country in a whole new way as historians analyze George Washington's voluminous correspondence. Setting out his contacts and letters in the modern framework of a Facebook profile gives Washington's busy and productive career a new transparency.,2017,#GeorgeWashington,[],[],48,12.0,documentary,,
18,show,movie,40188,tt3526286,movie/301325,#Horror,"Based on a horrifying true story, a group of prep-school girls experience a deadly night of terror when a vicious online game turns bloody. Chloë Sevigny & Timothy Hutton star.",2015,#Horror,['Tara Subkoff'],"['Chloë Sevigny', 'Timothy Hutton', 'Natasha Lyonne', 'Balthazar Getty', 'Taryn Manning', 'Stella Schnabel', 'Sadie Seelert']",32,97.0,crime,horror,
19,show,movie,224511,tt10043726,movie/625540,#IMomSoHard Live,"A two-woman show about friendship, periods, sex after marriage, body image, and parenting failures from comics Kristin Hensley and Jen Smedley.",2019,#IMomSoHard Live,['Brian Volk-Weiss'],"['Kristin Hensley', 'Jen Smedley']",55,61.0,comedy,,
20,show,movie,115149,tt10850892,movie/629910,#Jowable,"Despite being surrounded and supported by friends, Elsa still feels miserable and envious of every couple she sees. Finally, Lady Luck smiles upon her and she meets a guy, and the attraction is instantly mutual.",2019,#Jowable,['Darryl Yap'],"['Kim Molina', 'Kakai Bautista', 'Cai Cortez', 'Jerald Napoles', 'Candy Pangilinan', 'Suzette Ranillo', 'Chad Kinis']",56,104.0,comedy,,
21,show,movie,122751,tt5713856,movie/632076,#Like,Rosie taps into a dark side she never knew she had when the mystery man who sexually exploited her sister goes back online trolling for new victims.,2019,#Like,['Sarah Pirozek'],"['Marc Menchaca', 'Jeff Wincott', 'Sarah Rich', 'Dakota Lustick', 'Samantha Nicole Dunn', 'Liz Meinders', 'Marin Gazzaniga']",48,91.0,thriller,,
22,show,movie,352083,tt21187744,movie/1000221,#LookAtMe,A teenage YouTuber who lampoons a megachurch pastor in defense of his gay twin faces the full wrath of society and the criminal justice system.,2022,#LookAtMe,['Ken Kwek'],"['Yao', 'Pamela Oei', 'Shu Yi Ching', 'Fakkah Fuzz', 'Rishi Budhrani', 'Ghafir Akbar', 'Sivakumar Palakrishnan']",57,108.0,drama,,
23,show,movie,18894009,tt23062412,movie/1312924,#LoveGoals,"Kamela is all about her business and not interested in being in a relationship. Her best friend Eli, a firm believer in love, has other plans for her.",2022,#LoveGoals,['Brandon Cornett'],"['Tory Monay', 'K.C ""Versatile"" Clark', 'Kenyatta Deett', 'Deandre Littleton', 'Jasper Yeo', 'Teddy Van Gough', 'Bianca Samone']",49,96.0,drama,,
24,show,movie,287731,tt3640928,movie/486816,#LoveSwag,A successful recording studio CEO and legendary ladies' man faces a reality check when he develops a medical condition that debilitates his love life.,2015,#LoveSwag,['Austin Davoren'],"['Giovanni Watson', 'Yaritza Betancourt', 'Charles Mathers', 'Anica Barbosa', 'Shyla Génair', 'Samira Saha', 'Adalgiza Chermont']",41,82.0,comedy,,
25,show,movie,111661,tt2538204,movie/359732,#Lucky Number,"A man on a losing streak jumps to VIP and A-List status when he gets the old cell number of his basketball idol, who is about to find out the ruse.",2015,#Lucky Number,['Brendan Gabriel Murphy'],"['Tom Pelphrey', 'Natalie Hall', 'Method Man', 'Malcolm Goodwin', 'Joseph Russo', 'Milena Govich', 'Carme Boixadera']",50,79.0,comedy,,
26,show,movie,14378536,tt33794261,movie/1368213,#MissingCouple,A young influencer couple set out to renovate an abandoned farm in rural Mississippi but find the farm itself full of disturbing surprises.,2024,#MissingCouple,"['Jacques Edeline', 'Oliver Mauldin']","['Janna Jenkins', 'Austin Jenkins', 'Ginny Randall', 'Alicia Vaughn']",53,93.0,horror,,
27,show,movie,267658,tt3583186,movie/617917,#NoJoke,A viral campaign to bring awareness to school bullying brings musician and philanthropist Andrew Cole face-to-face with his childhood tormenter.,2019,#NoJoke,['Manfred Becker'],"['Andrew Cole', 'Patrick Stewart', 'Jane Lynch', 'Michael Biehn', 'Jeff Goldblum', 'Charlie Sheen', 'Diego Boneta']",54,70.0,documentary,,
28,show,movie,2700053,tt18940322,movie/991291,#No_Filter,"A demonic force invades viral sensation Anna’s feed, blurring reality and virtuality. She must fight to survive or be taken offline.",2022,#No_Filter,['Michael Dupret'],"['Hannah McIver', 'Jasmine Daoud', 'Samuel van der Zwalmen', 'Carole Weyers', 'David Coburn', 'Priya Blackburn', 'Janis Ahern']",42,87.0,horror,,
29,show,movie,206164,tt3950838,movie/731828,#O2LForever,"Join Connor Franta, Jc Caylen, Kian Lawley, Ricky Dillon, Sam Pottorff and Trevor Moran as the YouTube supergroup Our 2nd Life (O2L) embarks upon their 2014 North American tour. Step inside their journey, from blogging in their bedrooms to performing in front of screaming fans across the country. This 95-minute adventure captures their launch into the next level of stardom while they try to stay grounded and maintain authentic connections with the communities that started it all.",2015,#O2LForever,['Michael Goldfine'],"['Connor Franta', 'Kian Lawley', 'J.C. Caylen', 'Sam Pottorff', 'Ricky Dillon', 'Trevi Moran']",56,95.0,documentary,music,
30,show,movie,8855874,tt30476508,movie/1214872,#OOTD: Outfit of the Designer,An Indonesian fashion designer studying in England finds her career compromised by an intoxicating love affair that challenges her dreams and values.,2024,#OOTD: Outfit of the Designer,['Dimas Anggara'],"['Jihane Almira', 'Rangga Nattra', 'Asmara Abigail', 'Derby Romero', 'Givina Lukita', 'Jolene Marie', 'Shelomita Diah']",54,107.0,drama,romance,
32,show,movie,130053,tt5646082,movie/490488,#Roxy,"When a girl falls for a hunky quarterback, her shy, but brainy friend conspires with the athlete to create a dream boy and woo her via social media.",2018,#Roxy,['Michael Kennedy'],"['Jake Short', 'Sarah Fisher', 'Booboo Stewart', 'Danny Trejo', 'Pippa Mackie', 'Jake M. Smith', 'Patricia Zentilli']",51,105.0,comedy,romance,
33,show,movie,83224,tt5531032,movie/419627,#SCREAMERS,"As a pair of internet experts dive into a series of frightening videos, they slowly realize that the evil behind the viral sensations is very real.",2016,#SCREAMERS,['Dean Matthew Ronalds'],"['Abbi Snee', 'Theodora Miranne', 'Tom Malloy', 'Griffin Matthews', 'Chris Bannow', 'Emanuela Galliussi']",41,82.0,horror,mystery,
35,show,movie,13383493,tt33615797,movie/1365578,It's All Over: The Kiss That Changed Spanish Football,Spanish footballers come together for the first time since the turbulent 2023 Women's World Cup and the kiss scandal that overshadowed their victory.,2024,#SeAcabó: Diario de las campeonas,['Joanna Pardos'],"['Jennifer Hermoso', 'Alexia Putellas', 'Irene Paredes', 'Aitana Bonmatí', 'Olga Carmona', 'Teresa Abelleira', 'Ivana Andrés']",68,95.0,documentary,,
36,show,movie,64829,tt3102208,movie/317467,Selfie,"Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives.",2014,#Selfie,['Cristina Jacob'],"['Crina Semciuc', 'Flavia Hojda', 'Olimpia Melinte', 'Vlad Logigan', 'Alina Chivulescu', 'Flavia Hojda', 'Nicoleta Luciu']",60,125.0,comedy,,
37,show,movie,63624,tt4796634,movie/432167,#Selfie 69,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",2016,#Selfie 69,['Cristina Jacob'],"['Crina Semciuc', 'Silvia Busuioc', 'Alexandru Bogdan', 'Olimpia Melinte', 'Flavia Hojda', 'Maria Dinulescu', 'Raluca Aprodu']",61,118.0,action,comedy,romance
38,show,movie,4047847,tt21085554,movie/1037459,#Shockfight,A twisted soon-to-be serial killer traps 10 strangers in a deadly experiment where they have 60 seconds to kill or be killed.,2022,#Shockfight,['Rachel Star Withers'],"['Rachel Star Withers', 'Michael Payne Jr.', 'Ashley Thornhill', 'Rahim Allah', 'Kierra Marie', 'Taylor Starling', 'Jaron Duke Reeves']",47,62.0,action,horror,thriller
40,show,movie,107605,tt6540984,movie/500734,#SquadGoals,School paper reporter Samantha is in a race against time to find the killer targeting finalists for a college scholarship before they come after her.,2018,#SquadGoals,['Danny J. Boyle'],"['Corey Fogelmanis', 'Kennedy Lea Slocum', 'Peyton Clark', 'Paris Berelc', 'Pedro Correa', 'Alexa Mansour', 'Alissa Latow']",43,86.0,drama,horror,mystery
41,show,movie,81150,tt2075318,movie/295050,#Stuck,"A hot one-night stand turns into an awkward morning after when GUY and HOLLY get STUCK in a dead-stopped traffic jam. As they begrudgingly get to know each other, we learn of their sexually raucous evening and then they're led to their surprising destiny.",2014,#Stuck,['Stuart Acher'],"['Madeline Zima', 'Joel David Moore', 'Abraham Benrubi', 'Joanna Canton', 'Jayson Blair', 'Vincent De Paul', 'Stephanie Faracy']",56,84.0,comedy,drama,romance
42,show,movie,100605,tt8076266,movie/503352,#FriendButMarried,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",2018,#TemanTapiMenikah,['Rako Prijanto'],"['Adipati Dolken', 'Vanesha Prescilla', 'Rendi Jhon', 'Beby Tsabina', 'Denira Wiraguna', 'Refal Hady', 'Diandra Agatha']",66,102.0,comedy,drama,
43,show,movie,131838,tt11640412,movie/655293,#FriendButMarried 2,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",2020,#TemanTapiMenikah 2,['Rako Prijanto'],"['Adipati Dolken', 'Mawar Eva De Jongh', 'Vonny Cornellya Permatasari', 'Sari Nila', 'Ivan Leonardy', 'Clay Gribble', 'Sarah Sechan']",63,104.0,comedy,drama,
45,show,movie,180876,tt10240886,movie/787467,#Truth,"In the wake of his cousin’s suicide, Stewart copes with his grief by unraveling a web of secrets that lead to a respected member of the community.",2019,#Truth,['Charles Murray'],"['Thomas Q. Jones', 'Michael Beach', 'Mel Chude', 'Carl Gilliard', 'Shayla Hale', 'Shanola Hampton', 'Dorian Missick']",44,105.0,drama,,
46,show,movie,48570,tt12304596,movie/581802,#UNFIT: The Psychology of Donald Trump,"Medical doctors and mental health professionals go on camera, on the record, for a discussion and science-based examination of the behaviour, psyche, condition, and stability of former President Donald Trump.",2020,#UNFIT: The Psychology of Donald Trump,['Dan Partland'],"['George Thomas Conway III', 'Malcolm Nance', 'John Gartner', 'Lance Dodes', 'Justin Frank', 'Anthony Scaramucci', 'William Kristol']",68,84.0,documentary,,
47,show,movie,156010,tt15157354,movie/926378,#Unknown,"Years after a series of random murders, an author becomes consumed with solving the crimes when he begins receiving haunting calls from the unknown.",2022,#Unknown,['LazRael Lison'],"['Hal Ozsan', 'Tom Sizemore', 'Judd Nelson', 'Master P', 'Denise Boutte', 'Nicholle Tom', 'Romeo']",39,98.0,horror,thriller,
48,show,movie,11248355,tt21092808,movie/1341280,#Untruth: The Psychology of Trumpism,A look at the role of disinformation and profit-driven media in the rise of Trumpism and the political divisions threatening American democracy.,2024,#Untruth: The Psychology of Trumpism,['Dan Partland'],"['Donald Trump', 'George Thomas Conway III', 'Peter Strzok', 'Joe Walsh', 'Michael Steele', 'Anthony Scaramucci', 'John Gartner']",63,91.0,documentary,,
49,show,movie,349611,tt3743246,movie/670174,#Victoria,"Victoria moves to New York with her father, the neighborhood drug dealer. After her father is murdered, she seeks answers, justice and revenge.",2018,#Victoria,['Mark K. Buddington'],"['Jason Barkley', 'Mark K. Buddington', 'Elsi Burgos', 'Erin Cunningham', 'Alisha Darden', 'Vanessa D. Fant', 'Jahmel Fraser']",43,119.0,drama,thriller,
50,show,movie,103565,tt9892854,movie/1028550,#Xmas,An interior designer poses as an influencer to win a design competition.,2022,#Xmas,['Heather Hawthorn-Doyle'],"['Brant Daugherty', 'Clare Bowen', 'Sebastian Stewart', 'William MacDonald', 'Matt Clarke', 'Karen Kruper', 'Lillian Doucet-Roche']",56,84.0,comedy,drama,romance
52,show,movie,19098946,tt5697576,movie/975964,#boxingtime,"A boxing promoter, already overwhelmed with personal problems, is pushed to the brink when he’s pressured to fix one of his fight club matches.",2016,#boxingtime,['Evan Jacobs'],"['Evan Jacobs', 'Christina Lohman', 'Craig Setari', 'Lucas Gonzalez', 'Mark Giardini', 'Roy Englebrecht']",36,64.0,comedy,,
54,show,movie,28383,tt6119504,movie/455656,#realityhigh,"Dani basks in the attention after she befriends Alexa, the meanest and hottest girl at the school. Soon, her college aspirations start to falter as she delves into the cool-kid world.",2017,#realityhigh,['Fernando Lebrija'],"['Nesta Cooper', 'Keith Powers', 'Alicia Sanz', 'Jake Borelli', 'Anne Winters', 'Patrick Davis Alarcón', 'Michael Provost']",54,99.0,comedy,,
55,show,movie,9096,tt10620868,movie/614696,#Alive,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",2020,#살아있다,['Cho Il'],"['Yoo Ah-in', 'Park Shin-hye', 'Lee Hyun-wook', 'Jin So-yeon', 'Kim Hak-seon', 'So Hee-jung', 'Joo Bo-bi']",65,98.0,action,horror,
56,show,movie,41907,tt1024733,movie/4204,$5 a Day,"A conman and his son drive cross country for medical treatment, pulling off schemes along the way to reach their destination spending $5 a day.",2008,$5 a Day,['Nigel Cole'],"['Christopher Walken', 'Alessandro Nivola', 'Sharon Stone', 'Dean Cain', 'Peter Coyote', 'Amanda Peet', 'Luis Ávalos']",61,98.0,comedy,drama,
57,show,movie,226313,tt0014639,movie/284767,"$50,000 Reward","Tex Sherwood has just come into possession of a valuable piece of land that will be irrigated by a new dam. Banker Holman knowing the deed must be registered the next day, offers a $50,000 reward for Tex's capture.",1924,"$50,000 Reward",['Clifford S. Elfelt'],"['Ken Maynard', 'Esther Ralston', 'Bert Lindley', 'Edward Peil Sr.', 'Lillian Leighton', 'Frank Whitson', 'William F. Moran']",52,52.0,western,,
58,show,movie,42905,tt0790799,movie/19311,$9.99,"Based on the short stories of Etgar Keret, $9.99 is a stop-motion animated feature about people living in a Sydney apartment complex looking for meaning in their lives.",2009,$9.99,['Tatia Rosenthal'],"['Geoffrey Rush', 'Anthony LaPaglia', 'Samuel Johnson', 'Ben Mendelsohn', 'Barry Otto', 'Joel Edgerton', 'Claudia Karvan']",65,78.0,animation,drama,fantasy
59,show,movie,86973,tt2258233,movie/95383,$ellebrity,,2013,$ellebrity,['Kevin Mazur'],"['Jennifer Aniston', 'Marc Anthony', 'Rosanna Arquette', 'Jennifer Lopez', 'Sheryl Crow', 'Salma Hayek Pinault', 'Sarah Jessica Parker']",57,80.5,documentary,,
60,show,movie,302291,tt2016331,movie/273901,$uperthief: Inside America's Biggest Bank Score,"A firsthand look at the life of career-criminal, Mafia associate and one of the most successful bank robbers in U.S. history, Phil Christopher.",2012,$uperthief: Inside America's Biggest Bank Score,['Tommy Reid'],['John DiMaggio'],50,83.0,documentary,,
61,show,movie,197847,tt7288662,movie/499192,& Jara Hatke,"A film about social norms, generations gaps, second chances and the tough choices that parents make for their children and sometimes when children have to do the same.",2016,& जरा हटके,['Prakash Kunte'],"['Mrinal Kulkarni', 'Indraneil Sengupta', 'Shivani Rangole', 'Siddharth Menon', 'Sonali Khare', 'Madhura Deshpande', 'Ruturaj Shinde']",37,110.0,drama,family,
62,show,movie,208304,tt0094587,movie/123619,'68,"A Hungarian immigrant adjusts to life in California, as his sons venture off into their own adult lives, which often clash with his old world ideas.",1988,'68,['Steven Kovacs'],"['Eric Larson', 'Robert Locke', 'Sándor Técsy', 'Anna Dukasz', 'Miran Kwun', 'Neil Young', 'Shony Alex Braun']",52,98.0,drama,,
63,show,movie,7228,tt2614684,movie/252178,'71,"A young British soldier is accidentally abandoned by his unit following a riot on the streets of Belfast in 1971. Unable to tell friend from foe, and increasingly wary of his own comrades, the raw recruit must survive the night alone and find his way to safety through a disorientating, alien and deadly landscape.",2014,'71,['Yann Demange'],"[""Jack O'Connell"", 'Sean Harris', 'Paul Anderson', 'Sam Reid', 'Sam Hazeldine', 'Barry Keoghan', 'Charlie Murphy']",71,99.0,action,crime,drama
64,show,movie,144433,tt2385126,movie/412186,'76,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",2016,'76,['Izu Ojukwu'],"['Rita Dominic', 'Ramsey Nouah', 'Efetobore Afatakpa', 'Nenye Eke', 'Nelly Ekwereogo', 'Ibinabo Fiberesima', 'Chidi Mokeme']",56,118.0,drama,romance,
65,show,movie,177569,tt4417402,movie/430364,'85: The Greatest Team in Football History,"A look at the 1985 Chicago Bears and their road to the Super Bowl. Featuring interviews with players, former coach Mike Ditka, and famous Bears fans.",2016,'85: The Greatest Team in Football History,['Scott Prestin'],"['Mike Ditka', 'Jim McMahon', 'Mike Singletary', 'Steve McMichael', 'Willie Gault', 'Dan Hampton', 'Otis Wilson']",59,102.0,documentary,,
67,show,movie,38545,tt0026393,movie/26718,'G' Men,A man raised by gangsters puts his knowledge of the underworld to use in the FBI's war on crime.,1935,'G' Men,['William Keighley'],"['James Cagney', 'Margaret Lindsay', 'Ann Dvorak', 'Robert Armstrong', 'Barton MacLane', 'Lloyd Nolan', 'William Harrigan']",69,85.0,crime,drama,
68,show,movie,103060,tt0034420,movie/242667,'Neath Brooklyn Bridge,"Muggs and the East Side Kids come to the rescue of a wrongly-accused girl, who is discovered in the home of a man murdered by a mystery assailant.",1942,'Neath Brooklyn Bridge,['Wallace Fox'],"['Leo Gorcey', 'Bobby Jordan', 'Huntz Hall', 'Gabriel Dell', 'Noah Beery Jr.', 'Marc Lawrence', 'Ann Gillis']",60,60.0,comedy,drama,romance
69,show,movie,240855,tt0038277,movie/353133,'Neath Canadian Skies,The Mounties are called in to fight against claim jumpers.,1946,'Neath Canadian Skies,['B. Reeves Eason'],"['Russell Hayden', 'Inez Cooper', 'Douglas Fowley', 'Cliff Nazarro', 'I. Stanford Jolley', 'Jack Mulhall', 'Kermit Maynard']",52,40.0,western,,
70,show,movie,87865,tt0024805,movie/53830,'Neath the Arizona Skies,"The cowboy guardian of a half-Native-American girl tries to help her claim her rightful inheritance, fighting outlaws and desperados, along the way.",1934,'Neath the Arizona Skies,['Harry L. Fraser'],"['John Wayne', 'Sheila Terry', 'Shirley Jean Rickert', 'Jack Rockwell', 'Yakima Canutt', ""George 'Gabby' Hayes"", 'Jay Wilsey']",48,52.0,western,,
71,show,movie,65949,tt0034027,movie/43788,'Pimpernel' Smith,"Professor Horatio Smith, while seeming very unassuming, rescues victims of Nazi persecution during World War II.",1941,'Pimpernel' Smith,['Leslie Howard'],"['Leslie Howard', 'Francis L. Sullivan', 'Mary Morris', 'Hugh McDermott', 'Raymond Huntley', 'Manning Whiley', 'Peter Gawthorne']",66,121.0,adventure,drama,thriller
72,show,movie,70129,tt0217978,movie/49110,'R Xmas,"When betrayal leads to a double-cross, a New York City drug dealer is kidnapped and his wife must put together the ransom before time runs out.",2001,'R Xmas,['Abel Ferrara'],"['Drea de Matteo', 'Lillo Brancato', 'Ice-T', 'Victor Argo', 'Denia Brache', 'Meredith Ostrom', 'Janis Corsair']",58,85.0,crime,drama,thriller
74,show,movie,75130,tt6848602,movie/467192,'Til Death Do Us Part,"When her husband becomes abusive, Madison flees by faking her death and changing her identity. But she soon learns there's no escaping this nightmare.",2017,'Til Death Do Us Part,['Chris Stokes'],"['Annie Ilonzeh', 'Stephen Bishop', 'Taye Diggs', 'Robinne Lee', 'Malik Yoba', 'Obba Babatundé', 'Jacey Simms']",50,100.0,thriller,,
75,show,movie,2699577,tt27531742,movie/1108872,'Til Death Do Us Part Kourtney & Travis,"Kourtney Kardashian, Travis Barker, and their guests enjoy a luxurious wedding weekend in Portofino, Italy. Private and personal footage reveal an intimate family event full of beautiful moments.",2023,'Til Death Do Us Part Kourtney & Travis,[],"['Kourtney Kardashian Barker', 'Travis Barker', 'Kris Jenner', 'Kim Kardashian', 'Khloé Kardashian', 'Kendall Jenner', 'Kylie Jenner']",57,92.5,reality,,
77,show,movie,61588,tt5056034,movie/362886,'Tis the Season for Love,"An out-of-work actress returns to her quaint hometown where a Christmas romance proves the life she once left behind could turn out to be even better than Broadway. Stars Sarah Lancaster, Brendan Penny and Gwynyth Walsh.",2015,'Tis the Season for Love,['Terry Ingram'],"['Sarah Lancaster', 'Brendan Penny', 'Gwynyth Walsh', 'Andrew Francis', 'Jessica Harmon', 'Garry Chalk', 'Anna Van Hooft']",61,85.0,family,,
78,show,movie,12001461,tt33164321,movie/1360791,'Tis the Season to Be Irish,A woman tries to flip a house in Ireland but is challenged by a handsome local.,2024,'Tis the Season to Be Irish,['Lesley Demetriades'],"['Fiona Gubelmann', 'Eoin Macken', 'Rosemary Henderson', 'Jolly Abraham', 'David Herlihy', 'Flavia Watson', 'Tara Egan Langley']",62,84.0,romance,,
79,show,movie,103118,tt15353214,movie/888652,'Twas the Fight Before Christmas,A seasonal display leads to a courtroom battle in this true-life twist on a holiday fable.,2021,'Twas the Fight Before Christmas,['Becky Read'],['Jeremy Morris'],62,91.0,documentary,,
80,show,movie,84621,tt0282223,movie/103014,'Twas the Night,Danny and his con-artist uncle take over when Santa Claus is knocked out.,2001,'Twas the Night,['Nick Castle'],"['Bryan Cranston', 'Josh Zuckerman', 'Jefferson Mappin', 'Brenda Grate', 'Barclay Hope', 'Torri Higginson', 'Rhys Williams']",52,87.0,comedy,family,
81,show,movie,252047,tt1443787,movie/151150,'Twas the Night Before Bumpy,"The naughty Mr. Bumpy is in a greedy mood on the night before Christmas, deciding it’s time to go to the North Pole and steal Santa’s bag of presents.",1995,'Twas the Night Before Bumpy,"['David Bleiman Ichioka', 'Ken Pontac']","['Rob Paulsen', 'Gail Matthius', 'Jim Cummings', 'Cheech Marin', 'Danny Mann', 'Valery Pappas', 'Jennifer Darling']",53,63.0,animation,,
82,show,movie,42536,tt0208654,movie/26547,'Twas the Night Before Christmas,"It seems some sour soul has angered St. Nick, calling Christmas ""a fraudulent myth!"" / Special Feature: Animated comic book exploring Yuletide traditions around the world.",1974,'Twas the Night Before Christmas,"['Jules Bass', 'Arthur Rankin, Jr.']","['Joel Grey', 'George Gobel', 'Tammy Grimes', 'John McGiver', 'Patricia Bright', 'Scott Firestone', 'Christine Winter']",70,24.0,animation,family,
